seqid,source,type,start,end,score,strand,phase,attributes,Bd_1_20,Bd_1_29,Bd_2_20,Bd_2_29,Bd_4_20,Bd_4_29,Bd_5_20,Bd_5_29
NODE_96_length_19059_cov_144.583553,KBase,gene,10877,11793,.,-,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_13; product=,0,0,2,0,8,0,17,2
NODE_96_length_19059_cov_144.583553,KBase,gene,11337,13036,.,-,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_14; product=acetolactate synthase I/II/III large subunit %5BEC:2.2.1.6%5D; ko=KO:K01652,0,1,11,2,292,2,291,8
NODE_96_length_19059_cov_144.583553,KBase,gene,13849,15947,.,-,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_16; product=iron complex outermembrane recepter protein; ko=KO:K02014,1,0,10,9,210,7,252,15
NODE_96_length_19059_cov_144.583553,KBase,gene,14908,15851,.,+,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_15; product=LysR family transcriptional regulator%2C nitrogen assimilation regulatory protein; ko=KO:K19338,0,0,0,0,0,0,0,0
NODE_96_length_19059_cov_144.583553,KBase,gene,17835,18043,.,-,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_17; product=,0,1,0,1,53,0,60,0
NODE_96_length_19059_cov_144.583553,KBase,gene,18314,18729,.,+,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_18; product=translation initiation factor 1; ko=KO:K03113,0,8,29,18,69,2,75,62
NODE_96_length_19059_cov_144.583553,KBase,gene,18811,19058,.,+,0,ID=AdenSPAdes.Assembly_NODE_96_length_19059_cov_144.583553_19; product=,0,1,3,0,21,0,36,11
NODE_97_length_18881_cov_136.459477,KBase,gene,-1118,2,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_1; product=,0,0,0,0,0,0,4,0
NODE_97_length_18881_cov_136.459477,KBase,gene,778,1259,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_2; product=,0,0,9,1,67,0,106,3
NODE_97_length_18881_cov_136.459477,KBase,gene,1195,1802,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_3; product=peptidoglycan LD-endopeptidase CwlK %5BEC:3.4.-.-%5D; ko=KO:K17733,0,2,0,1,138,1,157,12
NODE_97_length_18881_cov_136.459477,KBase,gene,2173,2966,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_4; product=,0,2,12,16,144,12,134,54
NODE_97_length_18881_cov_136.459477,KBase,gene,3416,3921,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_5; product=2%2C4%27-dihydroxyacetophenone dioxygenase %5BEC:1.13.11.41%5D; ko=KO:K05913,0,0,1,2,14,0,9,2
NODE_97_length_18881_cov_136.459477,KBase,gene,3526,4496,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_6; product=,0,0,6,2,101,7,81,9
NODE_97_length_18881_cov_136.459477,KBase,gene,4994,5523,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_7; product=,0,0,6,0,38,0,39,0
NODE_97_length_18881_cov_136.459477,KBase,gene,5362,6125,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_8; product=3-oxoacyl-%5Bacyl-carrier protein%5D reductase %5BEC:1.1.1.100%5D; ko=KO:K00059,0,0,1,0,94,0,120,7
NODE_97_length_18881_cov_136.459477,KBase,gene,6018,6976,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_9; product=putative tricarboxylic transport membrane protein; ko=KO:K07795,1,1,4,1,101,5,67,13
NODE_97_length_18881_cov_136.459477,KBase,gene,7597,8078,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_10; product=,0,0,0,2,64,0,82,9
NODE_97_length_18881_cov_136.459477,KBase,gene,8067,9094,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_11; product=LacI family transcriptional regulator; ko=KO:K02529,0,2,6,1,203,1,161,12
NODE_97_length_18881_cov_136.459477,KBase,gene,10398,11398,.,+,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_12; product=putative tricarboxylic transport membrane protein; ko=KO:K07795,0,2,3,2,32,6,28,10
NODE_97_length_18881_cov_136.459477,KBase,gene,10529,11511,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_13; product=,1,1,7,2,13,4,6,6
NODE_97_length_18881_cov_136.459477,KBase,gene,11929,13115,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_16; product=,2,3,21,8,93,8,128,29
NODE_97_length_18881_cov_136.459477,KBase,gene,12305,12513,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_14; product=,0,0,0,0,0,0,0,0
NODE_97_length_18881_cov_136.459477,KBase,gene,12433,12758,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_15; product=,0,0,0,0,0,0,0,0
NODE_97_length_18881_cov_136.459477,KBase,gene,13363,14309,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_17; product=putative tricarboxylic transport membrane protein; ko=KO:K07795,2,10,20,13,135,14,157,65
NODE_97_length_18881_cov_136.459477,KBase,gene,14620,15980,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_19; product=,2,26,49,27,88,43,90,214
NODE_97_length_18881_cov_136.459477,KBase,gene,14828,15405,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_18; product=,0,0,0,0,0,0,0,0
NODE_97_length_18881_cov_136.459477,KBase,gene,16618,17378,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_20; product=GntR family transcriptional regulator%2C transcriptional repressor for pyruvate dehydrogenase complex; ko=KO:K05799,0,48,56,57,163,36,215,497
NODE_97_length_18881_cov_136.459477,KBase,gene,17935,18407,.,-,0,ID=AdenSPAdes.Assembly_NODE_97_length_18881_cov_136.459477_21; product=maleate isomerase %5BEC:5.2.1.1%5D; ko=KO:K01799,0,30,28,26,129,32,105,385
NODE_98_length_18817_cov_137.178175,KBase,gene,-1314,1300,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_2; product=cyanophycin synthetase %5BEC:6.3.2.29 6.3.2.30%5D; ko=KO:K03802,23,20,128,59,283,46,286,455
NODE_98_length_18817_cov_137.178175,KBase,gene,-1238,2,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_1; product=cyanophycin synthetase %5BEC:6.3.2.29 6.3.2.30%5D; ko=KO:K03802,0,0,0,0,0,0,0,0
NODE_98_length_18817_cov_137.178175,KBase,gene,4175,6645,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_3; product=ATP-binding cassette%2C subfamily B%2C bacterial; ko=KO:K06147,32,56,230,140,404,70,455,656
NODE_98_length_18817_cov_137.178175,KBase,gene,6109,7241,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_5; product=uncharacterized protein; ko=KO:K09919,0,0,6,2,26,0,28,4
NODE_98_length_18817_cov_137.178175,KBase,gene,6667,7136,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_4; product=,0,0,0,0,0,0,0,0
NODE_98_length_18817_cov_137.178175,KBase,gene,8529,9310,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_6; product=,0,10,80,19,98,27,137,166
NODE_98_length_18817_cov_137.178175,KBase,gene,9329,10020,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_7; product=,3,4,31,14,95,12,125,40
NODE_98_length_18817_cov_137.178175,KBase,gene,10060,11273,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_8; product=membrane-bound lytic murein transglycosylase B %5BEC:4.2.2.-%5D; ko=KO:K08305,4,17,75,23,195,20,235,117
NODE_98_length_18817_cov_137.178175,KBase,gene,11393,11811,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_9; product=,7,12,45,13,128,24,138,20
NODE_98_length_18817_cov_137.178175,KBase,gene,11914,12152,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_10; product=,0,0,2,0,62,0,68,2
NODE_98_length_18817_cov_137.178175,KBase,gene,12363,13927,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_11; product=,2,2,7,8,146,4,150,32
NODE_98_length_18817_cov_137.178175,KBase,gene,13490,14535,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_13; product=major type 1 subunit fimbrin %28pilin%29; ko=KO:K07345,0,0,6,3,33,5,36,15
NODE_98_length_18817_cov_137.178175,KBase,gene,14067,14311,.,+,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_12; product=,0,0,0,0,0,0,0,0
NODE_98_length_18817_cov_137.178175,KBase,gene,15528,15802,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_14; product=,0,0,2,1,2,0,3,0
NODE_98_length_18817_cov_137.178175,KBase,gene,15535,16712,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_15; product=,20740,16934,160736,108502,70030,14546,77932,118781
NODE_98_length_18817_cov_137.178175,KBase,gene,17626,18221,.,-,0,ID=AdenSPAdes.Assembly_NODE_98_length_18817_cov_137.178175_16; product=N-acetyl-D-muramate 6-phosphate phosphatase %5BEC:3.1.3.105%5D; ko=KO:K22292,3,3,10,6,102,8,147,59
NODE_99_length_18180_cov_127.643761,KBase,gene,-283,3,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_1; product=,0,0,2,0,12,0,23,8
NODE_99_length_18180_cov_127.643761,KBase,gene,921,1219,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_2; product=,0,0,1,1,50,1,55,10
NODE_99_length_18180_cov_127.643761,KBase,gene,1927,2201,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_3; product=,0,0,3,0,30,1,24,15
NODE_99_length_18180_cov_127.643761,KBase,gene,1999,3512,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_6; product=N-acyl-D-amino-acid deacylase %5BEC:3.5.1.81%5D; ko=KO:K06015,0,1,12,5,195,8,225,159
NODE_99_length_18180_cov_127.643761,KBase,gene,2244,2608,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_4; product=,0,0,0,0,0,0,0,0
NODE_99_length_18180_cov_127.643761,KBase,gene,2602,2966,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_5; product=,0,0,0,0,0,0,0,0
NODE_99_length_18180_cov_127.643761,KBase,gene,4428,5086,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_7; product=,0,2,5,18,93,4,86,0
NODE_99_length_18180_cov_127.643761,KBase,gene,5045,6006,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_8; product=8-oxo-dGTP diphosphatase %5BEC:3.6.1.55%5D; ko=KO:K03574,0,9,38,16,200,15,203,65
NODE_99_length_18180_cov_127.643761,KBase,gene,6096,6961,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_9; product=uncharacterized protein; ko=KO:K06923,4,3,21,9,91,4,104,24
NODE_99_length_18180_cov_127.643761,KBase,gene,6733,7958,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_10; product=glutamate N-acetyltransferase / amino-acid N-acetyltransferase %5BEC:2.3.1.35 2.3.1.1%5D; ko=KO:K00620,2,2,43,10,206,7,231,82
NODE_99_length_18180_cov_127.643761,KBase,gene,9484,10622,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_11; product=,0,0,13,12,222,6,149,48
NODE_99_length_18180_cov_127.643761,KBase,gene,10712,11751,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_12; product=,5,2,57,14,96,13,101,60
NODE_99_length_18180_cov_127.643761,KBase,gene,11456,11949,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_13; product=,0,0,0,0,0,0,0,0
NODE_99_length_18180_cov_127.643761,KBase,gene,11541,12454,.,-,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_14; product=arylformamidase %5BEC:3.5.1.9%5D; ko=KO:K01432,2,2,19,3,67,4,82,66
NODE_99_length_18180_cov_127.643761,KBase,gene,13608,14770,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_15; product=branched-chain amino acid transport system substrate-binding protein; ko=KO:K01999,40,42,483,75,318,81,474,914
NODE_99_length_18180_cov_127.643761,KBase,gene,14879,15798,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_16; product=branched-chain amino acid transport system permease protein; ko=KO:K01997,11,5,59,23,117,16,225,82
NODE_99_length_18180_cov_127.643761,KBase,gene,15803,16767,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_17; product=branched-chain amino acid transport system permease protein; ko=KO:K01998,12,5,47,17,138,22,191,52
NODE_99_length_18180_cov_127.643761,KBase,gene,16765,17561,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_18; product=branched-chain amino acid transport system ATP-binding protein; ko=KO:K01995,11,2,127,11,76,18,99,108
NODE_99_length_18180_cov_127.643761,KBase,gene,17559,18178,.,+,0,ID=AdenSPAdes.Assembly_NODE_99_length_18180_cov_127.643761_19; product=,8,0,52,8,79,6,136,14
NODE_9_length_113501_cov_132.775101,KBase,gene,-1901,365,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_2; product=two-component system%2C chemotaxis family%2C sensor histidine kinase and response regulator WspE; ko=KO:K13490,2,2,49,4,71,14,94,31
NODE_9_length_113501_cov_132.775101,KBase,gene,-361,3,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_1; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,1950,2629,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_3; product=chemotaxis-related protein WspD; ko=KO:K13489,0,0,0,0,5,0,6,0
NODE_9_length_113501_cov_132.775101,KBase,gene,2029,3311,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_4; product=chemotaxis protein methyltransferase WspC; ko=KO:K13486,0,4,18,6,113,3,108,25
NODE_9_length_113501_cov_132.775101,KBase,gene,3521,5139,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_6; product=methyl-accepting chemotaxis protein WspA; ko=KO:K13487,6,1,45,18,105,14,132,69
NODE_9_length_113501_cov_132.775101,KBase,gene,4053,4591,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_5; product=chemotaxis-related protein WspB; ko=KO:K13488,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,6052,7142,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_7; product=,4,4,44,8,89,19,81,55
NODE_9_length_113501_cov_132.775101,KBase,gene,6897,8230,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_8; product=MFS transporter%2C MHS family%2C proline/betaine transporter; ko=KO:K03762,14,2,42,10,158,9,218,60
NODE_9_length_113501_cov_132.775101,KBase,gene,9244,10721,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_10; product=amidase %5BEC:3.5.1.4%5D; ko=KO:K01426,0,1,15,6,56,0,110,14
NODE_9_length_113501_cov_132.775101,KBase,gene,9768,10669,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_9; product=LysR family transcriptional regulator%2C regulator of abg operon; ko=KO:K14057,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,11033,12327,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_11; product=glutamate carboxypeptidase %5BEC:3.4.17.11%5D; ko=KO:K01295,3,9,92,26,293,31,368,137
NODE_9_length_113501_cov_132.775101,KBase,gene,14341,16223,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_12; product=,2,15,28,30,176,39,271,302
NODE_9_length_113501_cov_132.775101,KBase,gene,16139,17196,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_14; product=alcohol dehydrogenase %28NADP%2B%29 %5BEC:1.1.1.2%5D; ko=KO:K13979,1,1,2,4,9,1,27,10
NODE_9_length_113501_cov_132.775101,KBase,gene,16270,17102,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_13; product=cytochrome c biogenesis protein CcmG%2C thiol:disulfide interchange protein DsbE; ko=KO:K02199,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,18742,23711,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_15; product=,10,6,89,28,770,26,918,145
NODE_9_length_113501_cov_132.775101,KBase,gene,23977,24428,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_16; product=,0,1,8,1,19,1,26,21
NODE_9_length_113501_cov_132.775101,KBase,gene,24118,24470,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_17; product=,0,1,1,0,4,0,9,2
NODE_9_length_113501_cov_132.775101,KBase,gene,24600,25051,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_18; product=8-oxo-dGTP diphosphatase %5BEC:3.6.1.55%5D; ko=KO:K03574,0,7,78,0,57,2,72,41
NODE_9_length_113501_cov_132.775101,KBase,gene,24944,26265,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_19; product=3-oxoisoapionate kinase %5BEC:2.7.1.231%5D; ko=KO:K23247,0,6,29,9,209,9,243,73
NODE_9_length_113501_cov_132.775101,KBase,gene,26275,27593,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_20; product=3-oxoisoapionate-4-phosphate transcarboxylase/hydrolase %5BEC:3.7.1.28%5D; ko=KO:K01559,2,3,15,12,124,2,216,21
NODE_9_length_113501_cov_132.775101,KBase,gene,27608,29493,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_22; product=C4-dicarboxylate transporter%2C DctM subunit; ko=KO:K11690,3,4,26,8,170,16,193,43
NODE_9_length_113501_cov_132.775101,KBase,gene,28381,28919,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_21; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,30372,31390,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_23; product=TRAP-type transport system periplasmic protein; ko=KO:K21395,5,6,28,12,156,22,202,41
NODE_9_length_113501_cov_132.775101,KBase,gene,32555,33609,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_24; product=,2,1,1,1,8,1,5,12
NODE_9_length_113501_cov_132.775101,KBase,gene,32603,33657,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_25; product=,0,0,0,1,4,1,7,5
NODE_9_length_113501_cov_132.775101,KBase,gene,34093,34715,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_26; product=glutathione S-transferase %5BEC:2.5.1.18%5D; ko=KO:K00799,0,0,1,2,77,0,95,21
NODE_9_length_113501_cov_132.775101,KBase,gene,35637,36526,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_27; product=LysR family transcriptional regulator%2C glycine cleavage system transcriptional activator; ko=KO:K03566,0,2,4,0,76,3,52,28
NODE_9_length_113501_cov_132.775101,KBase,gene,36108,37477,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_30; product=succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase %5BEC:1.2.1.16 1.2.1.79 1.2.1.20%5D; ko=KO:K00135,2,0,2,0,62,0,52,0
NODE_9_length_113501_cov_132.775101,KBase,gene,36324,36643,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_28; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,36623,37035,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_29; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,37938,38914,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_31; product=putative tricarboxylic transport membrane protein; ko=KO:K07795,0,2,6,4,135,6,131,27
NODE_9_length_113501_cov_132.775101,KBase,gene,39188,39981,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_32; product=,2,2,2,1,78,3,137,8
NODE_9_length_113501_cov_132.775101,KBase,gene,40495,42653,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_35; product=hemoglobin/transferrin/lactoferrin receptor protein; ko=KO:K16087,0,0,2,2,165,1,146,10
NODE_9_length_113501_cov_132.775101,KBase,gene,40975,41906,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_33; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,41520,42070,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_34; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,44220,44854,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_36; product=,0,0,1,0,90,0,130,1
NODE_9_length_113501_cov_132.775101,KBase,gene,44882,45486,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_37; product=,0,0,0,0,84,0,111,0
NODE_9_length_113501_cov_132.775101,KBase,gene,45359,46095,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_38; product=iron complex transport system ATP-binding protein %5BEC:7.2.2.-%5D; ko=KO:K02013,0,0,0,0,20,0,30,0
NODE_9_length_113501_cov_132.775101,KBase,gene,45747,46825,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_39; product=iron complex transport system permease protein; ko=KO:K02015,0,0,0,0,66,0,63,0
NODE_9_length_113501_cov_132.775101,KBase,gene,46819,47888,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_40; product=iron complex transport system substrate-binding protein; ko=KO:K02016,0,0,0,0,77,0,97,5
NODE_9_length_113501_cov_132.775101,KBase,gene,49066,49763,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_41; product=,0,0,12,0,85,2,110,11
NODE_9_length_113501_cov_132.775101,KBase,gene,49934,50916,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_42; product=NADPH:quinone reductase %5BEC:1.6.5.5%5D; ko=KO:K00344,3,4,35,16,92,14,107,60
NODE_9_length_113501_cov_132.775101,KBase,gene,50626,52169,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_44; product=,8,8,24,33,175,25,188,205
NODE_9_length_113501_cov_132.775101,KBase,gene,50707,51173,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_43; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,53232,54823,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_46; product=GMP synthase %28glutamine-hydrolysing%29 %5BEC:6.3.5.2%5D; ko=KO:K01951,13,43,131,140,279,114,343,904
NODE_9_length_113501_cov_132.775101,KBase,gene,54548,54741,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_45; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,55061,56520,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_47; product=IMP dehydrogenase %5BEC:1.1.1.205%5D; ko=KO:K00088,21,7,284,56,520,71,547,713
NODE_9_length_113501_cov_132.775101,KBase,gene,58191,58852,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_48; product=uncharacterized protein; ko=KO:K09965,0,2,39,7,58,3,88,99
NODE_9_length_113501_cov_132.775101,KBase,gene,58579,58967,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_49; product=,0,0,6,0,11,3,8,6
NODE_9_length_113501_cov_132.775101,KBase,gene,59626,61538,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_50; product=,0,10,83,8,219,26,299,163
NODE_9_length_113501_cov_132.775101,KBase,gene,61372,62690,.,-,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_52; product=methyl-accepting chemotaxis protein; ko=KO:K03406,2,1,16,2,111,0,163,43
NODE_9_length_113501_cov_132.775101,KBase,gene,61832,62211,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_51; product=,0,0,0,0,0,0,0,0
NODE_9_length_113501_cov_132.775101,KBase,gene,64394,65367,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_53; product=FAD-dependent urate hydroxylase %5BEC:1.14.13.113%5D; ko=KO:K22879,2,80,47,108,112,105,216,767
NODE_9_length_113501_cov_132.775101,KBase,gene,65365,66827,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_54; product=FAD-dependent urate hydroxylase %5BEC:1.14.13.113%5D; ko=KO:K22879,0,20,25,43,116,34,163,156
NODE_9_length_113501_cov_132.775101,KBase,gene,66825,67798,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_55; product=peptide/nickel transport system permease protein; ko=KO:K02033,0,2,8,15,117,10,127,60
NODE_9_length_113501_cov_132.775101,KBase,gene,67796,68700,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_56; product=peptide/nickel transport system permease protein; ko=KO:K02034,0,0,4,10,76,14,136,37
NODE_9_length_113501_cov_132.775101,KBase,gene,68698,69707,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_57; product=peptide/nickel transport system ATP-binding protein; ko=KO:K02031,0,4,7,12,74,7,110,24
NODE_9_length_113501_cov_132.775101,KBase,gene,69705,70729,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_58; product=peptide/nickel transport system ATP-binding protein; ko=KO:K02032,0,0,3,16,137,11,177,34
NODE_9_length_113501_cov_132.775101,KBase,gene,70792,72362,.,+,0,ID=AdenSPAdes.Assembly_NODE_9_length_113501_cov_132.775101_59; product=peptide/nickel transport system substrate-binding protein; ko=KO:K02035,0,10,22,28,260,11,351,52
